period	subgrp	N	mob1	mob2	mob3	mob1se	mob2se	mob3se
"1 to 5"	"s3_ethapi_sesl"	240	.44261536	.09337222	-99	.04463854	.02705199	-99
"1 to 5"	"s3_ethapi_sesh"	120	.47264871	.2900368	.18350738	.06368343	.05721032	.05475526
"1 to 5"	"s3_ethapi_ssml"	300	.50852701	.13920616	.04511792	.05050134	.02533779	.01372549
"1 to 5"	"s3_ethapi_ssmh"	120	.42688547	.16121243	-99	.06695234	.04727019	-99
"1 to 5"	"s3_ethapi_ssrl"	240	.49786612	.17216097	-99	.04639266	.05327328	-99
"1 to 5"	"s3_ethapi_ssrh"	150	.39693171	.16572653	.08381694	.06079519	.04610942	.03455624
"1 to 5"	"s3_ethapi_swdy"	40	.48367132	-99	-99	.12527783	-99	-99
"1 to 5"	"s3_ethapi_swdn"	490	.44856397	.17190026	.0609331	.03184671	.02951017	.0142777
"1 to 5"	"s3_sesl_ssml"	1540	.48918543	.17214444	.0422514	.02864777	.0197702	.01095398
"1 to 5"	"s3_sesl_ssmh"	230	.33884036	.14941365	.04575833	.06242524	.04609548	.02660281
"1 to 5"	"s3_sesl_ssrl"	1460	.49635316	.17670863	.04717386	.02644037	.02057315	.01038194
"1 to 5"	"s3_sesl_ssrh"	230	.39436036	.16923999	.04519794	.07213535	.05453485	.02693435
"1 to 5"	"s3_sesl_swdy"	420	.50386274	.16925555	.04225787	.05246071	.04561507	.02784723
"1 to 5"	"s3_sesl_swdn"	2230	.47315919	.17063177	.04291255	.02423936	.01693441	.00839403
"1 to 5"	"s3_sesh_ssml"	260	.40819333	.19246352	.13541942	.05385358	.0414324	.03465242
"1 to 5"	"s3_sesh_ssmh"	530	.39422707	.23233908	.12892556	.04614168	.04277086	.03328907
"1 to 5"	"s3_sesh_ssrl"	280	.44932356	.28079024	.2240827	.06000716	.05579076	.05678549
"1 to 5"	"s3_sesh_ssrh"	460	.36905026	.19734334	.12561012	.04795988	.04158999	.03331902
"1 to 5"	"s3_sesh_swdy"	190	.41664034	.24947406	.16000771	.07942855	.08472611	.0633826
"1 to 5"	"s3_sesh_swdn"	1120	.40100366	.21728047	.13627712	.02707122	.0244129	.02332991
"1 to 5"	"s3_ssml_ssrl"	2040	.50332361	.21355103	.04338945	.02127495	.02119159	.00955129
"1 to 5"	"s3_ssml_ssrh"	80	.40443397	.19886832	.14803928	.11192542	.09068535	.08321133
"1 to 5"	"s3_ssml_swdy"	520	.49107902	.19242383	.05690821	.04979956	.04448251	.02603047
"1 to 5"	"s3_ssml_swdn"	2160	.48503779	.20676744	.05782685	.0230315	.01832798	.00852175
"1 to 5"	"s3_ssmh_ssrl"	140	.35333274	-99	-99	.08088524	-99	-99
"1 to 5"	"s3_ssmh_ssrh"	670	.40152893	.22263874	.14461879	.04405663	.03056894	.02782798
"1 to 5"	"s3_ssmh_swdy"	130	.46722779	.1894062	.09633835	.0959083	.08333471	.04636267
"1 to 5"	"s3_ssmh_swdn"	1180	.40991822	.21211558	.11066522	.03364797	.02289023	.01952395
